Molecule name,SMILES,MLM CLint
E-0015966,Cc1c(N)c(-c2ccc(OC[C@H](C)N3CCC3)cc2)cc2cnccc12,136.1
E-0015967,Cc1c(N)c(-c2ccc(OC[C@@H](C)N3CCC3)cc2)cc2cnccc12,162.5
E-0015970,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)nc2cnccc12,241.0
E-0015971,N#Cc1c(F)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,378.6
E-0015972,N#CCc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,618.3
E-0015973,Cc1c(C#N)cc2cnccc2c1-c1ccc(OCCN2CCCCC2)cc1,735.9
E-0015974,N#Cc1cc2cnccc2c(-c2ccc(OCCN3CCCCC3)cc2)c1F,1140.6
E-0015975,CN(C)CCOc1ccc(-c2cc(C#N)c3ccncc3c2)cc1,1030.8
E-0015976,CN(C)CCOc1ccc(-c2cc(C#N)cc3cnccc23)cc1,1409.0
E-0015977,OCCNc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,115.8
E-0015978,CC(=O)Nc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,185.7
E-0015979,Cc1c(N)c(-c2cccc3c2cnn3CCN2CCCCC2)cc2cnccc12,2480.5
E-0015980,Cc1c(N)c(-c2cccc3nn(CCN4CCCCC4)cc23)cc2cnccc12,1163.3
E-0015981,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)c(F)c2)cc2cnccc12,271.3
E-0015982,Cn1ncc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,3126.6
E-0015983,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2[nH]ccc2c1,645.1
E-0015999,O=C(NC1CCN(CC2CCOCC2)CC1)c1n[nH]cc1-c1ccc2ncsc2c1,17.8
E-0016000,O=C(NC1CCN(C2CCOCC2)CC1)c1n[nH]cc1-c1ccc2ncsc2c1,0.0
E-0016004,Cn1ncc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,28.1
E-0016005,Cn1ccc2c([nH]c3cc(NCCN4CCCCC4)ccc32)c1=O,66.8
E-0016006,CN(CCN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,92.1
E-0016007,Cn1cc(F)c2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,105.2
E-0016008,Cn1c2ccc(OCCN3CCCCC3)cc2c2c(C(N)=O)nccc21,115.2
E-0016010,Cn1ccc2c([nH]c3cc(OCCN4CC5CC5C4)ccc32)c1=O,95.8
E-0016011,COC1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,39.9
E-0016012,Cn1ccc2c([nH]c3cc(OCC[C@H]4CCCCN4)ccc32)c1=O,99.7
E-0016013,Cn1ccc2c([nH]c3cc(OCC[C@@H]4CCCCN4)ccc32)c1=O,100.1
E-0016014,CCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,91.1
E-0016015,O=c1c2[nH]c3cc(Cl)ncc3c2ccn1CCCn1ccnc1,57.4
E-0016016,Cn1c2cc(OCCN3CCCCC3)ncc2c2cc[nH]c(=O)c21,96.6
E-0016018,Cc1c(OCCN2CCCCC2)ccc(-c2cc(C#N)c3ccncc3c2)c1N,528.9
E-0016019,Cc1c(OCCN2CCCCC2)ccc(-c2cc(C#N)cc3cnccc23)c1N,207.3
E-0016020,Cc1c(N)c(-c2ccc(N(C)CCN3CCCCC3)cc2)cc2cnccc12,371.7
E-0016021,CSc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C#N,1177.4
E-0016022,N#Cc1cc(-c2cccc(OCCN3CCCCC3)c2)c2ncccc2c1,328.3
E-0016023,N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ncccc2c1,57.6
E-0016024,Clc1cc(-c2ccc(OCCN3CCCCC3)cc2)nc2cnccc12,1050.7
E-0016025,C#Cc1cc(-c2ccc(OCCN(C)C)cc2)cc2cnccc12,1683.9
E-0016026,C#Cc1cc(-c2ccc(OCCN(C)C)cc2)c2ccncc2c1,1724.3
E-0016027,CNc1cc2ccncc2cc1-c1ccc(OCCN2CCCC2)cc1,337.3
E-0016028,c1cc2cc(NC3CC3)c(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,601.5
E-0016029,Cc1cc(-c2ccc(OCCN3CCCCC3)cc2N)nc2cnccc12,326.3
E-0016030,Cc1c(N)c(-c2ccc3c(cnn3CCN3CCCCC3)c2)cc2cnccc12,636.1
E-0016031,Cc1c(N)c(-c2ccc3nn(CCN4CCCCC4)cc3c2)cc2cnccc12,736.9
E-0016032,CNc1c(-c2cccc(C(N)=O)c2)cc2cnccc2c1C,721.1
E-0016033,CNc1c(-c2ccc(C(N)=O)cc2)cc2cnccc2c1C,564.1
E-0016035,CNc1c(C)cccc1-c1ccc(OCCN2CCCCC2)cc1,813.1
E-0016036,Cn1ccc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,595.9
E-0016037,Cn1nnc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,3548.5
E-0016038,Cn1cnc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,1849.1
E-0016039,N#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,254.8
E-0016040,Cc1ccccc1-c1ccc(OCCN2CCCCC2)cc1,3045.0
E-0016041,Cc1ccnc(-c2ccc(OCCN3CCCCC3)cc2)c1N,156.2
E-0016042,Cc1cncc(-c2ccc(OCCN3CCCCC3)cc2)c1N,24.2
E-0016043,Cc1nccc(-c2ccc(OCCN3CCCCC3)cc2)c1N,36.4
E-0016044,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cn[nH]c3)ccc21,336.8
E-0016045,Cn1cnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)c1,55.9
E-0016046,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3ccccc3)ccc21,38.2
E-0016047,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3ccccn3)ccc21,59.4
E-0016048,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cccnc3)ccc21,69.1
E-0016049,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cncnc3)ccc21,95.6
E-0016050,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3ncccn3)ccc21,73.1
E-0016051,Cc1csc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)n1,131.7
E-0016054,Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5Cl)CC4)nn(C)c3c2)s1,122.8
E-0016055,Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5)CC4)n[nH]c3c2)s1,0.0
E-0016056,Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5)CC4)nn(C)c3c2)s1,0.0
E-0016058,Cc1nnc(-c2ccc3c(c2)cc(C(=O)N2CCC(N(C)c4cncc(Cl)c4)CC2)n3C)s1,843.4
E-0016060,O=c1[nH]ccc2c1[nH]c1cc(OCCN3CCCCC3)ncc12,62.3
E-0016062,Cn1ccc2c([nH]c3nc(OCCN4CCCCC4)ccc32)c1=O,53.3
E-0016064,COc1nccc2c3ccc(OCCN4CCCCC4)cc3n(C)c12,99.3
E-0016065,Cn1ccc2c([nH]c3cc(CCCN4CCCCC4)ccc32)c1=O,108.0
E-0016066,Cn1ccc2c([nH]c3cc(C#CCN4CCCCC4)ccc32)c1=O,89.8
E-0016067,Cn1ccc2c([nH]c3cc(NC(=O)CN4CCCCC4)ccc32)c1=O,79.8
E-0016068,CN(C(=O)CN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,97.9
E-0016070,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCCCC4)ccc3c12,94.8
E-0016071,Cc1cn(C)c(=O)c2[nH]c3cccc(OCCN4CCCCC4)c3c12,119.4
E-0016072,Cn1ccc2c([nH]c3cc(OCCC4CCNCC4)ccc32)c1=O,12.9
E-0016073,Cn1ccc2c([nH]c3cc(OCCCCN4CCCCC4)ccc32)c1=O,50.1
E-0016074,Cn1ccc2c([nH]c3cc(OCC[C@H]4CCCNC4)ccc32)c1=O,101.0
E-0016075,Cn1ccc2c([nH]c3cc(OCC[C@@H]4CCCNC4)ccc32)c1=O,83.7
E-0016076,CN1CCCC[C@@H]1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,93.0
E-0016077,CN1CCCC[C@H]1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,105.7
E-0016078,O=c1c2[nH]c3cc(OCCN4CCCCC4)ccc3c2ccn1CC1CC1,49.8
E-0016083,Cn1ccc2c([nH]c3c(CCN4CCCC(F)(F)C4)cccc32)c1=O,117.9
E-0016084,Cn1ccc2c([nH]c3c(CCN4CCC(F)(F)CC4)cccc32)c1=O,119.6
E-0016085,CNCCCn1ccc2c([nH]c3nc(C4CC4)cnc32)c1=O,25.2
E-0016086,Cn1ccc2c([nH]c3cc(OCCc4cnccn4)ccc32)c1=O,101.7
E-0016087,Cn1ccc2c([nH]c3cc(OCCO)ccc32)c1=O,59.3
E-0016088,Cn1ccc2c([nH]c3nc(OCCN4CCCCC4)ncc32)c1=O,30.5
E-0016092,O=c1c2[nH]c3cc(Cl)ncc3c2ccn1CCCn1cccn1,72.0
E-0016095,CN(Cc1nc2ccc(CO)cc2n1C)C(=O)c1cn(C)c2ccccc12,13.2
E-0016096,CN(Cc1nc2cc(CO)ccc2n1C)C(=O)c1cn(C)c2ncccc12,1.0
E-0016098,O=c1[nH]cnc2c1[nH]c1cc(OCCN3CCCCC3)ccc12,33.0
E-0016100,c1cnc2[nH]c3cc(OCCN4CCCCC4)ccc3c2c1,77.6
E-0016101,c1cc2c(cn1)[nH]c1cc(OCCN3CCCCC3)ccc12,99.3
E-0016102,Cn1c(=O)c2[nH]c3cc(OCCN4CCCCC4)ccc3c2n(C)c1=O,71.8
E-0016103,COC1CN(Cc2ccc3c(c2)nc(CN(C)C(=O)c2cn(C)c4ncccc24)n3C)C1,13.3
E-0016104,COC1CN(Cc2ccc3nc(CN(C)C(=O)c4cn(C)c5ncccc45)[nH]c3c2)C1,21.1
E-0016105,Cn1ccc2c([nH]c3cc(OCCc4cccnc4)ccc32)c1=O,110.5
E-0016106,CC(=O)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,23.6
E-0016107,CCN(CC)CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,91.0
E-0016108,CC1CCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)CC1,107.6
E-0016109,Cn1ccc2c([nH]c3cc(OCCn4ccnc4)ccc32)c1=O,62.3
E-0016110,C[C@@H]1CCCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)C1,109.5
E-0016111,C[C@H]1CCCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)C1,111.6
E-0016112,COC1CN(Cc2ccc3nc(CN(C)C(=O)c4cn(C)c5ccccc45)n(C)c3c2)C1,46.6
E-0016113,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnncc12,89.3
E-0016114,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnncc2c1Br,251.7
E-0016115,NC(=O)Cc1cccc(Nc2nc(F)cc(-c3cccnc3)n2)c1,612.4
E-0016117,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cc(F)ccc12,67.6
E-0016118,Cc1c(N)c(-n2ccc(OCC3CNC3)n2)cc2cccnc12,35.4
E-0016119,Cc1nc2cnc(-c3ccc(OCCN4CCCCC4)cc3)cn2c1C,48.5
E-0016120,c1c[nH]c2nc(-c3ccc(OCCN4CCCCC4)cc3)nc-2c1,14.2
E-0016121,COCCNC(=O)c1ccc(-c2cc(C#N)c3ccncc3c2)cc1,1329.2
E-0016123,CNc1cc2ccncc2cc1-c1ccc(OCCN(C)C)cc1,445.0
E-0016124,Cc1c(-c2ccncc2)ccnc1-c1ccc(OCCN2CCCCC2)cc1N,189.5
E-0016125,Cc1c(N)c(-c2ccc3c(ccn3CCN3CCCCC3)c2)cc2cnccc12,653.3
E-0016126,Cc1c(N)c(-c2ccc3c(c2)ncn3CCN2CCCCC2)cc2cnccc12,1983.5
E-0016127,Cc1c(N)c(-c2ccc3ncn(CCN4CCCCC4)c3c2)cc2cnccc12,602.2
E-0016128,Cc1c(N)c(-c2cccc3c2ncn3CCN2CCCCC2)cc2cnccc12,410.2
E-0016129,Cc1c(N)c(-c2cccc3ncn(CCN4CCCCC4)c23)cc2cnccc12,762.3
E-0016130,Cc1c(N)c(-c2ccc3c(c2)CC(=O)N3CCN2CCCCC2)cc2cnccc12,391.6
E-0016131,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2F)cc2cnccc12,148.4
E-0016132,Cc1c(N)c(-c2ccc(OCCN3CCOCC3)cc2F)cc2cnccc12,331.2
E-0016133,Cc1c(N)c(-c2ccc(SCCN(C)C)cc2)cc2cnccc12,1152.0
E-0016134,Cc1cc(-c2cc3cnccc3c(C)c2N)ccc1OCCN1CCCCC1,213.6
E-0016135,CNc1c(C)cc(-c2ncccn2)cc1-c1ccc(OCCN2CCCCC2)cc1,1392.0
E-0016136,Cc1cccc(-c2ccc(OC[C@H](C)N3CCOCC3)cc2)c1N,373.1
E-0016137,Cc1cccc(-c2ccc(OC[C@@H](C)N3CCOCC3)cc2)c1N,869.9
E-0016138,Cc1cccc(-c2ccc(OCCN(C)C)cc2)c1N,2826.1
E-0016139,C#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,220.0
E-0016140,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2cnccc12,239.4
E-0016141,Cc1ncnc(-c2ccc(OCCN3CCCCC3)cc2)c1N,8.4
E-0016142,CCNCCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,90.3
E-0016143,Cn1cc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)cn1,58.0
E-0016144,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-n3ccnc3)ccc21,53.0
E-0016145,Cn1ncc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)n1,70.3
E-0016146,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cnoc3)ccc21,106.7
E-0016147,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)o1,88.1
E-0016148,Cc1cnn(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)c1,66.5
E-0016149,Cc1nc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)cs1,94.8
E-0016155,Cc1nnc(-c2ccc3c(c2)cc(C(=O)N2CCC(Nc4ccncc4)CC2)n3C)s1,16.9
E-0016159,Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5Cl)CC4)[nH]c3c2)s1,152.2
E-0016160,Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)s1,14.2
E-0016161,Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5Cl)CC4)cc3c2)s1,163.8
E-0016162,Cc1nnc(-c2ccn3nc(C(=O)N4CCC(Oc5cncc(Cl)c5)CC4)cc3c2)s1,220.0
E-0016163,Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5)CC4)c3c2)s1,26.6
E-0016164,Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5Cl)CC4)c3c2)s1,623.2
E-0016165,Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5Cl)CC4)c3n2)s1,2828.2
E-0016166,Cc1nnc(-c2ccc3c(cc(C(=O)NC4CCN(c5ccncc5Cl)CC4)n3C)n2)s1,98.4
E-0016167,Cc1ccc2c(n1)[nH]c1cc(OCCN3CCCCC3)ccc12,69.4
E-0016170,Cn1ccc2c([nH]c3cc(NC(=O)CCN4CCCCC4)ccc32)c1=O,77.2
E-0016171,CN(Cc1nc2ccc(CO)cc2n1C)C(=O)c1cn(C)c2ncccc12,8.1
E-0016172,CN(Cc1nc2ccc(CO)cc2[nH]1)C(=O)c1c[nH]c2ncccc12,16.6
E-0016173,Cn1ccc2[nH]c3cc(OCCN4CCCCC4)ccc3c2c1=O,29.7
E-0016176,COC(=O)c1nccc2c1[nH]c1cc(OC)ccc12,121.2
E-0016177,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)cnc32)c1=O,44.7
E-0016178,CO[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,82.5
E-0016179,CO[C@@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,90.3
E-0016180,Cn1ccc2c([nH]c3cc(OCCN4CCCC(F)(F)C4)ccc32)c1=O,105.0
E-0016181,CC1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,83.7
E-0016182,CC(C)n1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,58.5
E-0016184,CC(C)Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,62.7
E-0016185,Cn1ccc2c([nH]c3cc(OCCN4CC5(COC5)C4)ccc32)c1=O,9.1
E-0016186,Cn1ccc2c([nH]c3cc(OCCn4cccn4)ccc32)c1=O,88.5
E-0016187,Cn1ccc2c([nH]c3cc(OCCN4CCC(C)(C)CC4)ccc32)c1=O,81.0
E-0016188,Cc1cccc(-c2ccc(C(=O)NC3CNC3)cc2)c1N,26.9
E-0016189,Cc1c(N)c(-c2ccc(OCCN3CC4CCC(C3)O4)cc2)cc2cnccc12,455.3
E-0016190,Cc1c(N)c(-c2ccc(O[C@@H]3CCCNC3)cc2)cc2cnccc12,114.2
E-0016191,Cc1c(N)c(-c2ccc(O[C@H]3CCCNC3)cc2)cc2cnccc12,194.3
E-0016192,CNc1c(C)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,575.4
E-0016193,CC[C@H](CN(C)C)Oc1ccc(-c2cc3cnccc3c(C)c2N)cc1,242.4
E-0016194,CC[C@@H](CN(C)C)Oc1ccc(-c2cc3cnccc3c(C)c2N)cc1,345.0
E-0016197,COCCCN[C@@H](C)COc1cnn(-c2cc3cnccc3c(C)c2N)c1,225.4
E-0016198,COCCCN[C@H](C)COc1cnn(-c2cc3cnccc3c(C)c2N)c1,369.3
E-0016199,N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ncncc2c1,545.8
E-0016200,N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2n1,243.8
E-0016201,N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)nc2cnccc12,571.7
E-0016202,Cc1c(N)c(-c2ccc(OC(C)(C)CN3CCCCC3)cc2)cc2cnccc12,444.0
E-0016203,Cc1cc(-c2ccncc2)cc(-c2ccc(OCCN3CCCCC3)cc2N)n1,227.2
E-0016204,Cc1c(N)c(-c2ccc3c(c2)oc(=O)n3CCN2CCCCC2)cc2cnccc12,741.7
E-0016205,Cc1cc(-c2ncccn2)cc(-c2ccc(OCCN3CCCCC3)cc2)c1N,154.3
E-0016206,Cc1cccc(-c2ccc(OC(C)(C)CN3CCCCC3)cc2)c1N,881.5
E-0016207,Cc1cccc(-c2ccc(OCC(C)(C)N3CCOCC3)cc2)c1N,2648.6
E-0016208,Cc1cccc(-c2ccc(OC(C)(C)CN3CCOCC3)cc2)c1N,2545.3
E-0016209,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2ncccc12,276.1
E-0016210,Nc1ccc(-c2ccc(OCCN3CCCCC3)cc2)c2nccnc12,348.3
E-0016211,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2cccnc12,248.2
E-0016212,Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c(C)cc1N,551.5
E-0016213,COCCN(C)[C@@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,304.5
E-0016214,COCCN(C)[C@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,212.0
E-0016215,COCCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,315.0
E-0016216,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cccnc12,100.0
E-0016217,Cc1c(N)c(-c2ccc(OCC3CN(C)C3)cc2)cc2cnccc12,140.2
E-0016218,COC1CN(CCOc2ccc(-c3cc4cnccc4c(C)c3N)cc2)C1,323.0
E-0016219,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2cnncc12,524.3
E-0016220,Cc1c(N)c(-c2ccc(OCCN3CC(N(C)C)C3)cc2)cc2cnccc12,207.2
E-0016221,COCCNC(=O)c1ccc(-c2cccc(C)c2N)cc1,200.8
E-0016222,Cc1cccc(-c2ccc(C(=O)NC3CN(C)C3)cc2)c1N,43.5
E-0016223,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cn[nH]c3)ccc21,643.4
E-0016224,Cn1ncc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)n1,15.7
E-0016225,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3ccccc3)ccc21,8.0
E-0016226,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3ccccn3)ccc21,7.9
E-0016227,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cccnc3)ccc21,28.2
E-0016228,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cncnc3)ccc21,7.7
E-0016231,Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5)CC4)n(C)c3c2)s1,16.9
E-0016232,Cc1nnc(-c2ccc3c(c2)nc(C(=O)NC2CCN(c4cncc(Cl)c4)CC2)n3C)s1,254.9
E-0016233,Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5Cl)CC4)oc3c2)s1,95.7
E-0016234,Cc1nnc(-c2ccc3nc(C(=O)N4CCC(Nc5cncc(Cl)c5)CC4)n(C)c3c2)s1,217.6
E-0016235,Cc1nnc(-c2ccc3c(c2)nc(C(=O)N2CCC(N(C)c4cncc(Cl)c4)CC2)n3C)s1,1471.2
E-0016238,Cc1nnc(-c2cnc3cc(C(=O)NC4CCN(c5ccncc5Cl)CC4)nn3c2)s1,90.8
E-0016239,Cc1nnc(-c2cnc3cc(C(=O)NC4CCN(c5ccncc5)CC4)nn3c2)s1,0.0
E-0016240,Cc1nnc(-c2ccc3c(cc(C(=O)NC4CCN(c5ccncc5)CC4)n3C)n2)s1,10.7
E-0016241,COc1ccc2c(c1)[nH]c1c(C(N)=O)nccc12,69.1
E-0016242,COCCn1ccc2c([nH]c3c(C#CC4CNC4)c(F)ccc32)c1=O,53.7
E-0016243,c1cnc2c(c1)[nH]c1cccc(OCCN3CCCCC3)c12,68.5
E-0016244,COc1cc2[nH]c3cc(OCCN4CCCCC4)ccc3c2cn1,33.7
E-0016245,Cn1ccc2c([nH]c3c(C#CC4CCNCC4)c(F)ccc32)c1=O,49.1
E-0016246,CC1(C)CC(Nc2ccc3c(n2)COc2cc(-n4cccn4)ccc2-3)CC(C)(C)N1,26.1
E-0016247,c1cnn(-c2ccc3c(c2)OCc2nc(N[C@@H]4C[C@H]5CC[C@@H](C4)N5)ccc2-3)c1,29.4
E-0016248,c1ccc2c(c1)[nH]c1cc(OCCN3CCCCC3)ccc12,62.7
E-0016249,COC1CN(Cc2ccc3c(c2)OC[C@@H](C(=O)N(C)Cc2cn(C)c4ccccc24)O3)C1,77.8
E-0016250,COC1CN(Cc2ccc3c(c2)OC[C@H](C(=O)N(C)Cc2cn(C)c4ccccc24)O3)C1,78.1
E-0016251,COC1CN(Cc2ccc3c(c2)O[C@@H](C(=O)N(C)Cc2cn(C)c4ccccc24)CO3)C1,82.6
E-0016252,COC1CN(Cc2ccc3c(c2)O[C@H](C(=O)N(C)Cc2cn(C)c4ccccc24)CO3)C1,81.3
E-0016253,C[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,79.5
E-0016254,C[C@@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,82.8
E-0016255,C[C@H]1CCCCN1CCc1cccc2c1[nH]c1c(=O)n(C)ccc12,80.4
E-0016256,C[C@@H]1CCCCN1CCc1cccc2c1[nH]c1c(=O)n(C)ccc12,85.4
E-0016257,CC(C)N1CCC(Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,74.0
E-0016258,Cc1c(N)c(-c2ccc(OCCN3C4CCC3COC4)cc2)cc2cnccc12,279.1
E-0016259,Cc1c(N)c(-c2ccc(OCCN3C4COCC3C4)cc2)cc2cnccc12,172.6
E-0016260,CCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1C(F)(F)F,278.4
E-0016261,C[C@@H](COc1ccc(-c2cc3cnccc3c(Cl)c2N)cc1)N1CCOCC1,568.5
E-0016262,C[C@H](COc1ccc(-c2cc3cnccc3c(Cl)c2N)cc1)N1CCOCC1,425.3
E-0016263,NC(=O)c1ccn(-c2ccc(OCCN3CCCCC3)cc2)n1,12.3
E-0016264,c1cc(-c2ccc(OCCN3CCCCC3)cc2)n2cnnc2c1,72.3
E-0016265,c1cc(-c2ccc(OCCN3CCCCC3)cc2)n2nccc2c1,2088.2
E-0016266,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccnn2c1,2398.4
E-0016267,Cc1ccnc(-c2ccc(OCCN3CCCCC3)c(C)c2N)c1,267.1
E-0016268,O=C1Cc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c2N1,525.7
E-0016269,CN1C(=O)Cc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,807.3
E-0016270,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ncsc2c1,299.1
E-0016271,CN(CCN1CCCCC1)c1cnc(-c2ccc3ccncc3c2)nn1,2548.1
E-0016272,Cc1ccc2nc(-c3ccc(OCCN4CCCCC4)cc3)nn2c1,53.2
E-0016273,c1cc(-c2cnccc2Nc2ccc(OCCN3CCCCC3)cc2)ncn1,942.1
E-0016274,C#Cc1cc(-c2ccc(C(=O)NCCOC)cc2)cc2cnccc12,869.1
E-0016276,Cc1c(N)c(-c2ccc3c(c2)nnn3CCN2CCCCC2)cc2cnccc12,666.9
E-0016277,Cc1c(N)c(-c2ccc3nn(CCN4CCCCC4)nc3c2)cc2cnccc12,608.8
E-0016278,Cc1c(N)c(-c2ccc3nnn(CCN4CCCCC4)c3c2)cc2cnccc12,1646.7
E-0016279,Cc1c(N)c(-c2ccc(S(=O)(=O)CCN(C)C)cc2)cc2cnccc12,1777.2
E-0016280,Cc1cc(-c2ccccn2)cc(-c2ccc(OCCN3CCCCC3)cc2)c1N,148.7
E-0016282,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc(Br)c2nccnc12,113.6
E-0016283,Nc1c(Cl)ncnc1-c1ccc(OCCN2CCCCC2)cc1,128.7
E-0016284,Cc1cccc(-n2ccc(OCC3CN(C)C3)n2)c1N,73.0
E-0016285,Cc1c(N)c(-c2ccc(OCCN3CC4(CCO4)C3)cc2)cc2cnccc12,172.2
