Molecule name,SMILES,MPPB
E-0014447,CCOC1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,22.0
E-0014458,COc1cc2c(cn1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C,35.8
E-0014462,CCOc1cnc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,43.5
E-0014488,Cn1cc(-c2ccc(Cl)nc2)c2cc(OC3CNC3)ccc21,5.9
E-0014489,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,11.1
E-0014500,NC(=O)Cc1cc(Nc2cc(-c3cccc(F)c3)ccn2)ccn1,7.7
E-0014504,c1cncc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)c2)c1,20.7
E-0014507,c1cc2cc(n1)CCCOc1ccc(cc1)Nc1ccnc(n1)OCC2,3.1
E-0014508,CN1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,80.1
E-0014509,O=C(c1n[nH]c2cccnc12)N1CCC(Oc2ccc(C3CC3)nc2)CC1,10.7
E-0014512,O=C(c1n[nH]c2cccnc12)N1CCC(n2cnc3cc(Cl)ccc32)CC1,7.4
E-0014513,O=C(c1n[nH]c2ccccc12)N1CCC(Oc2cncc(C(F)(F)F)c2)CC1,3.7
E-0014514,O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cncc(C(F)(F)F)c2)CC1,19.2
E-0014517,O=C(c1n[nH]c2cc(-c3ccccn3)ccc12)N1CCC(Oc2cncc(Cl)c2)CC1,1.1
E-0014520,O=C(c1cccc2cn[nH]c12)N1CCC(Oc2cncc(Cl)c2)CC1,11.1
E-0014523,O=C(c1cccc2[nH]ncc12)N1CCC(Oc2cncc(Cl)c2)CC1,10.7
E-0014528,O=C(c1cccc2nc[nH]c12)N1CCC(Oc2cncc(Cl)c2)CC1,14.3
E-0014529,O=C(c1cccc2nc[nH]c12)N1CCC(OC2CCN(C3CC3)CC2)CC1,80.2
E-0014533,CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(F)ccc43)c2=O)C1=O,6.4
E-0014537,O=c1c2[nH]c3cc(F)ccc3c2ccn1CCC1CCN1,14.1
E-0014552,Fc1cccc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)c2)c1,2.6
E-0014554,CC(=O)Nc1cccc(Nc2cc(-c3cccnc3)ccn2)n1,17.4
E-0014555,c1cc2ccc(-c3ccc(OCCN4CCOCC4)cc3)cc2cn1,4.4
E-0014556,CN1CCN(Cc2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)CC1,1.8
E-0014557,CN1CCN(Cc2ccc(Nc3cc(-c4cccc(F)c4)ccn3)cc2)CC1,4.9
E-0014568,O=C(c1cccc2ccc(=O)[nH]c12)N1CCC(Oc2cncc(Cl)c2)CC1,25.7
E-0014574,O=C(c1cccc2ccc(=O)[nH]c12)N1CCC(OC2CCN(C3CC3)CC2)CC1,78.1
E-0014578,COc1cncc(OC2CCN(C(=O)c3n[nH]c4cccnc34)CC2)c1,29.8
E-0014579,COc1cnc2cc3c(=O)n(CCCN4CCCCC4)ccn3c2c1,64.3
E-0014580,CN1CCC[C@H](Cn2ccc3c([nH]c4cc(F)ccc43)c2=O)C1=O,5.5
E-0014582,CCOc1cc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)ccc3c2cn1,54.1
E-0014590,CNC(=O)Cc1cc(Nc2nccc(-c3cccnc3)n2)ccn1,52.6
E-0014592,NC(=O)Cc1cccc(Nc2nccc(-c3cccc(F)c3)n2)c1,4.5
E-0014593,O=C1CCCN1CCOc1ccc(-c2ccc3ccncc3c2)cc1,2.2
E-0014597,c1cc2ccc(-c3ccc(CCN4CCC4)cc3)cc2cn1,24.8
E-0014601,CNC(=O)Cc1cccc(Nc2nccc(-c3cccnc3)n2)c1,18.4
E-0014603,COc1ccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)nc1,3.1
E-0014619,O=C(NCCCN1CCCCC1)c1ccnc2c1[nH]c1cc(Cl)ncc12,31.7
E-0014620,CCOc1cc2c(cn1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C,21.8
E-0014624,CN1CCN(CCCOc2ccc3sc4c(c3c2)SCCNC4=O)CC1,33.2
E-0014633,CN1CCN(Cc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1=O,3.1
E-0014634,CN1CCN(Cc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)C(=O)C1,4.0
E-0014637,Fc1cccc(-c2ccnc(Nc3ccc(CCN4CCC4)cc3)c2)c1,4.5
E-0014639,CN(c1cc(-c2cccnc2)ccn1)c1cccc(CC(N)=O)n1,45.4
E-0014641,c1cc2ccc(-c3cnn(CCN4CCC4)c3)cc2cn1,24.1
E-0014642,Nc1cc(OCCN2CCCCC2)ccc1-c1cc(-c2ccncc2)ccn1,24.9
E-0014644,O=C(c1n[nH]c2ccccc12)N1CCC(O[C@H]2CN3CCC2CC3)CC1,53.4
E-0014646,COc1cncnc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)n[nH]1,9.1
E-0014654,COc1ccc(Oc2nccc(N(CCc3ccncc3)C3CC3)n2)cc1,3.9
E-0014656,O=C(c1n[nH]c2cccnc12)N1CC[C@@H](Oc2cncc(Cl)c2)C1,23.6
E-0014657,O=C(c1n[nH]c2cccnc12)N1CC[C@H](Oc2cncc(Cl)c2)C1,11.4
E-0014660,COc1ccc2c([nH]c3c(=O)n(CCCN4CCCCC4)ccc32)c1C(F)(F)F,2.5
E-0014672,COc1ccc(N(C)c2nccc(NCCc3ccncc3)n2)cc1,4.7
E-0014674,O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cncc(C3CC3)c2)CC1,12.4
E-0014679,O=C(c1n[nH]cc1C#Cc1cncnc1)N1CCC(Oc2ccc(Cl)cc2)CC1,0.9
E-0014691,CNC(=O)Cc1cccc(Nc2cccc(-c3cccc(F)c3)n2)n1,2.5
E-0014692,FC1(F)CCN(Cc2ccc(Nc3cccc(-c4cccnc4)n3)nc2)CC1,2.0
E-0014698,FC1(F)CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,0.9
E-0014699,FC1(F)CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,0.7
E-0014701,CC[C@@H](C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,6.8
E-0014768,CN(C)CCOc1ccc(-c2ccc3ccncc3c2)cc1,14.7
E-0014769,FC1(F)CC(NCCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,0.7
E-0014770,CN1CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CC1,10.8
E-0014780,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(CN2CCOCC2)CC1,76.6
E-0014781,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(CN2CCC(F)(F)CC2)CC1,17.9
E-0014782,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(CC2CCOCC2)CC1,52.9
E-0014785,COc1c(Cl)ccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,1.6
E-0014787,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,17.3
E-0014794,Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,1.9
E-0014806,Fc1cccc(-n2ccc(Nc3ccc(OCCCN4CCCC4)cc3)n2)c1,4.0
E-0014844,O=c1cc2cccc(Nc3cccc(-c4cccnc4)n3)c2c[nH]1,7.4
E-0014886,COc1cncc(OC2CCN(C(=O)c3cc(-c4ccn5nccc5c4)n[nH]3)CC2)c1,4.7
E-0014889,O=C(c1n[nH]c2c(Cl)cccc12)N1CCC(Oc2cncc(Cl)c2)CC1,1.6
E-0014912,c1cc2ccc(-c3ccc(OCCN4CC5(COC5)C4)cc3)cc2cn1,8.0
E-0014922,Cc1c(N)c(-c2ccc(OCCN3CCOCC3)cc2)cc2cnccc12,10.3
E-0014923,Fc1cc(-c2ccc3ccncc3c2)c(F)cc1OCCN1CCOCC1,1.8
E-0014965,c1cc(-c2ccc3cncn3c2)ccc1OCCN1CCOCC1,12.5
E-0014970,Fc1cc(OCCN2CCOCC2)ccc1-c1ccc2ccncc2c1,2.0
E-0014972,Fc1cc(Nc2nccc(-c3ccnnc3)n2)ccc1CN1CCOCC1,6.3
E-0014973,Clc1cc(Nc2nccc(-c3ccnnc3)n2)ccc1CN1CCOCC1,5.7
E-0014987,O=C(c1n[nH]c2cccnc12)N1CC[C@]2(C1)C[C@H](Oc1cncc(Cl)c1)C2,5.4
E-0015000,O=C(c1n[nH]c2cccnc12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,3.8
E-0015010,F[C@H]1CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,1.9
E-0015012,CO[C@H]1CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,4.0
E-0015016,Fc1cc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)n2)cc(N2CCOCC2)c1,2.7
E-0015017,CN1CCN(Cc2ccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,4.6
E-0015023,Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4c(Cl)ccnc24)C3)c1,0.4
E-0015024,Cc1ccc2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2n1,0.8
E-0015028,O=C(c1n[nH]c2cccnc12)N1CCC2(CC[C@@H](Oc3cncc(Cl)c3)C2)CC1,3.5
E-0015029,O=C(c1n[nH]c2cccnc12)N1CCC2(CC[C@H](Oc3cncc(Cl)c3)C2)CC1,4.1
E-0015032,O=C(c1n[nH]cc1C#Cc1cncs1)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,0.5
E-0015033,CN1CCC(OC2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,15.6
E-0015034,O=C(c1n[nH]c2ccccc12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,0.6
E-0015037,O=C(c1[nH]ncc1-c1ccc2ncsc2c1)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,0.8
E-0015039,Cn1ccc2c([nH]c3c(CCN4CCCCC4)cccc32)c1=O,5.5
E-0015040,CNCCc1cccc2c1[nH]c1c(=O)n(C)ccc12,15.3
E-0015057,Clc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,0.9
E-0015058,Clc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,2.8
E-0015059,COc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,3.3
E-0015061,N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,12.8
E-0015062,N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,2.1
E-0015063,Cc1c(OCCN2CCCCC2)ccc(-c2ccc3ccncc3c2)c1N,18.9
E-0015064,c1cc2cc(N3CCC3)c(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,7.3
E-0015066,Cc1c(N)c(-c2ccc(OCCN(C)C)cc2)cc2cnccc12,19.7
E-0015067,CN(CCOc1ccc(-c2ccc3ccncc3c2)cc1)C1COC1,2.9
E-0015086,CNCCCOc1cccc2c1[nH]c1c(=O)n(C)ccc12,12.2
E-0015138,O=C(c1n[nH]c2cc(Cl)ccc12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,0.1
E-0015139,O=C(c1n[nH]c2cccc(Cl)c12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,0.5
E-0015150,CCc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,6.1
E-0015151,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C1CC1,4.4
E-0015152,CCc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,0.8
E-0015153,CC(C)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,0.3
E-0015168,O=C(c1n[nH]c2cccnc12)N1C[C@@H]2CC[C@H]1C[C@@H]2Oc1cncc(Cl)c1,10.7
E-0015189,COC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5cc(-c6ccnc(C)c6)ccc45)CC3)cc2)C1,1.2
E-0015195,COc1cc(-c2ccc3c(C(=O)N4CCN(c5ccc(CN6CC(OC)C6)cc5)CC4)cn(C)c3c2)ccn1,0.7
E-0015203,Cn1ccc2c([nH]c3c(C#CCC4CNC4)c(F)ccc32)c1=O,2.5
E-0015204,Cn1ccc2c([nH]c3c(C#CC4CNC4)c(F)ccc32)c1=O,3.4
E-0015205,N#Cc1c(F)ccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,16.8
E-0015212,CNc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C,6.5
E-0015221,Cc1c(N)c(-c2cc(F)c(OCCN3CCOCC3)cc2F)cc2cnccc12,3.7
E-0015271,COc1cc(-c2ccc3c(c2)c2ncn(CCCN4CCCCC4)c(=O)c2n3C)ccn1,4.1
E-0015289,c1cnc2ccc(-n3ccc(OCC4CNC4)n3)cc2c1,71.1
E-0015292,CSc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1Cl,0.9
E-0015299,Cc1c(N)c(-c2cc(F)c(OCCN3CCCCC3)cc2F)cc2cnccc12,4.2
E-0015303,Cc1c(N)c(-c2ccc(OCCN3CC4(COC4)C3)cc2)cc2cnccc12,7.7
E-0015311,O=C(c1n[nH]c2cccnc12)N1C[C@H]2C[C@@H]1C[C@@H]2Oc1cncc(Cl)c1,6.4
E-0015318,COc1ccc2c(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)n[nH]c2c1,0.4
E-0015319,Cc1ccc2c(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)n[nH]c2c1,0.3
E-0015330,COc1ccc(-c2ccc3c(c2)c2ncn(CCCN4CCCCC4)c(=O)c2n3C)cn1,4.7
E-0015336,COC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5cc(Nc6cc(C(F)(F)F)no6)ccc45)CC3)cc2)C1,1.6
E-0015366,Cn1c2ccc(OCCN3CCCCC3)cc2c2c(C(N)=O)ncnc21,41.4
E-0015396,Cc1c(N)c(-c2ccc(OCCN3CC4CC4C3)cc2)cc2cnccc12,5.6
E-0015405,C#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,0.4
E-0015406,C#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,2.3
E-0015442,Cc1cc(-c2ccc(OCCNC(C)C)cc2)cc2cnccc12,3.3
E-0015446,COc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1Cl,1.6
E-0015513,Cc1nc(-c2ccc3c(c2)c2ncn(CCCN4CCCCC4)c(=O)c2n3C)c[nH]1,35.4
E-0015514,Cn1c2ccc(-c3ccncn3)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,23.1
E-0015529,CN1CCC[C@@H](Cn2ccc3c([nH]c4nc(C5CC5)ccc43)c2=O)C1,23.4
E-0015537,Cc1cc(-c2ccc(OCCN3CCNCC3)cc2)cc2cnccc12,3.5
E-0015539,Cc1c(N(C)C)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,1.2
E-0015542,Cc1c(N)c(-c2c(F)cc(OCCN3CCCCC3)cc2F)cc2cnccc12,3.4
E-0015546,Cc1c(N)c(-c2ccc(OC[C@H]3CCCCN3C)cc2)cc2cnccc12,16.4
E-0015550,CCN(CC)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,14.2
E-0015552,Cc1c(N)c(-c2ccc(OC[C@H](C)N3CCCC3)cc2)cc2cnccc12,19.2
E-0015553,Cc1c(N)c(-c2ccc(OC[C@@H](C)N3CCCC3)cc2)cc2cnccc12,20.5
E-0015556,CCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,15.3
E-0015558,Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1N,10.6
E-0015575,CCOc1cc2[nH]c3nn(CCCN4CCCCC4)c(=O)cc3c2cn1,63.5
E-0015609,Cc1c(N)c(-c2ccc(O[C@@H]3CCN(C(C)C)C3)cc2)cc2cnccc12,16.2
E-0015613,CCN1CC[C@@H](Oc2ccc(-c3cc4cnccc4c(C)c3N)cc2)C1,13.0
E-0015618,Fc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,4.0
E-0015638,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cncnc12,10.7
E-0015644,CCN1CCC[C@H]1COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,13.8
E-0015645,CCN1CCC[C@@H]1COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,17.5
E-0015654,N#Cc1cc(-c2ccc(OCCN3CCOCC3)cc2)cc2cnccc12,2.0
E-0015676,Cc1nnc(Nc2cc3c4ncn(CCCN5CCCCC5)c(=O)c4n(C)c3cc2F)o1,44.0
E-0015680,Cn1c2cc(F)c(Nc3nc(C#N)cs3)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,10.6
E-0015695,O=C1Nc2ccc3ncsc3c2/C1=C/c1cnc[nH]1,4.2
E-0015699,O=c1c2[nH]c3cc(OCC4CC4)ncc3c2ccn1CCCN1CCCCC1,24.9
E-0015738,CN1CC(COc2ccn(-c3cc4cccnc4cc3N)n2)C1,75.4
E-0015760,Cc1c(N)c(-c2ccc(OC[C@@H](C)N(C)C)cc2)cc2cnccc12,23.4
E-0015763,Cc1c(N)c(-c2ccc(OCCN3C[C@H]4CC[C@@H]3C4)cc2)cc2cnccc12,7.4
E-0015764,CNc1ccc(-c2cc3cnccc3c(C)c2N)cc1,7.8
E-0015769,COc1cc(-c2ccc(OCCN3CCCCC3)cc2)cn2nccc12,8.8
E-0015809,Cn1ccc2c3ccc(OCCN4CCCCC4)cc3n(C)c2c1=O,5.3
E-0015815,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1Cl,4.2
E-0015816,Cc1c(OCCN2CCCCC2)ccc(-c2cc(C)c3ccncc3c2)c1N,10.9
E-0015818,Cc1c(OCCN2CCOCC2)ccc(-c2ccc3ccncc3c2)c1N,10.6
E-0015822,Cc1c(N)c(-c2ccc(OCC3(N(C)C)COC3)cc2)cc2cnccc12,13.9
E-0015824,Cc1c(OCCN2CCCCC2)ccc(-c2cc(C)c3ccncc3n2)c1N,8.7
E-0015831,N#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,22.8
E-0015846,N#Cc1c[nH]c2ncc(-c3ccc(OCCN4CCCCC4)cc3)cc12,10.6
E-0015868,Cc1nnc(-c2ccc3c(c2)cc(C(=O)Nc2ccc(S(=O)(=O)N4CCOCC4)cc2)n3C)s1,0.5
E-0015872,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(Cc4cncc(Cl)c4)CC2)n3C)s1,2.1
E-0015874,CN(C)c1nccc2c1c1cc(OCCN3CCCCC3)ccc1n2C,9.1
E-0015875,O=c1c2[nH]c3cc(F)c(C#Cc4nccs4)cc3c2ccn1CCCN1CCCCC1,1.2
E-0015885,CN1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,20.3
E-0015886,Cn1ccc2c([nH]c3cc(OCCCN4CCCCC4)ccc32)c1=O,10.9
E-0015896,CSc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C,0.9
E-0015897,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1F,7.9
E-0015904,Cc1c(N)c(-c2ccc(OCCN3CCCC3)cc2)cc2cnccc12,14.2
E-0015908,Cc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C#N,3.1
E-0015912,NC(=O)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,19.8
E-0015920,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,15.2
E-0015921,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)s1,0.9
E-0015922,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3nnc(C4CC4)s3)ccc21,0.2
E-0015943,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ncc32)c1=O,29.5
E-0015944,COc1nccc2c1[nH]c1cc(OCCN3CCCCC3)ncc12,15.6
E-0015948,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)c(F)cc32)c1=O,2.9
E-0015949,Cn1ccc2c([nH]c3cc(OCCN4CCNCC4)ccc32)c1=O,27.9
E-0015954,Cn1ccc2c([nH]c3cc(OCCN4CCOCC4)ccc32)c1=O,5.9
E-0015956,Cn1ccc2c([nH]c3c(CCCN4CCCCC4)cccc32)c1=O,8.7
E-0015957,Cn1ccc2c3cccc(CCN4CCCCC4)c3n(C)c2c1=O,8.1
E-0015958,Cn1cnc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,24.9
E-0015961,Clc1nc(NCc2ccncc2)c2cc[nH]c2n1,16.3
E-0015966,Cc1c(N)c(-c2ccc(OC[C@H](C)N3CCC3)cc2)cc2cnccc12,15.8
E-0015967,Cc1c(N)c(-c2ccc(OC[C@@H](C)N3CCC3)cc2)cc2cnccc12,12.9
E-0015970,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)nc2cnccc12,37.7
E-0015981,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)c(F)c2)cc2cnccc12,3.6
E-0016004,Cn1ncc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,5.1
E-0016005,Cn1ccc2c([nH]c3cc(NCCN4CCCCC4)ccc32)c1=O,11.5
E-0016006,CN(CCN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,7.5
E-0016007,Cn1cc(F)c2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,2.0
E-0016008,Cn1c2ccc(OCCN3CCCCC3)cc2c2c(C(N)=O)nccc21,16.8
E-0016010,Cn1ccc2c([nH]c3cc(OCCN4CC5CC5C4)ccc32)c1=O,2.6
E-0016011,COC1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,3.4
E-0016012,Cn1ccc2c([nH]c3cc(OCC[C@H]4CCCCN4)ccc32)c1=O,12.2
E-0016013,Cn1ccc2c([nH]c3cc(OCC[C@@H]4CCCCN4)ccc32)c1=O,10.7
E-0016014,CCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,3.6
E-0016015,O=c1c2[nH]c3cc(Cl)ncc3c2ccn1CCCn1ccnc1,15.7
E-0016018,Cc1c(OCCN2CCCCC2)ccc(-c2cc(C#N)c3ccncc3c2)c1N,17.2
E-0016021,CSc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C#N,2.9
E-0016025,C#Cc1cc(-c2ccc(OCCN(C)C)cc2)cc2cnccc12,2.4
E-0016033,CNc1c(-c2ccc(C(N)=O)cc2)cc2cnccc2c1C,14.0
E-0016039,N#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,8.2
E-0016045,Cn1cnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)c1,1.5
E-0016047,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3ccccn3)ccc21,0.3
E-0016048,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cccnc3)ccc21,0.2
E-0016049,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cncnc3)ccc21,0.6
E-0016050,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3ncccn3)ccc21,0.9
E-0016054,Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5Cl)CC4)nn(C)c3c2)s1,2.2
E-0016056,Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5)CC4)nn(C)c3c2)s1,34.6
E-0016058,Cc1nnc(-c2ccc3c(c2)cc(C(=O)N2CCC(N(C)c4cncc(Cl)c4)CC2)n3C)s1,0.3
E-0016060,O=c1[nH]ccc2c1[nH]c1cc(OCCN3CCCCC3)ncc12,41.8
E-0016062,Cn1ccc2c([nH]c3nc(OCCN4CCCCC4)ccc32)c1=O,10.0
E-0016064,COc1nccc2c3ccc(OCCN4CCCCC4)cc3n(C)c12,0.5
E-0016065,Cn1ccc2c([nH]c3cc(CCCN4CCCCC4)ccc32)c1=O,10.3
E-0016067,Cn1ccc2c([nH]c3cc(NC(=O)CN4CCCCC4)ccc32)c1=O,15.2
E-0016068,CN(C(=O)CN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,14.0
E-0016070,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCCCC4)ccc3c12,3.0
E-0016072,Cn1ccc2c([nH]c3cc(OCCC4CCNCC4)ccc32)c1=O,7.5
E-0016073,Cn1ccc2c([nH]c3cc(OCCCCN4CCCCC4)ccc32)c1=O,6.3
E-0016074,Cn1ccc2c([nH]c3cc(OCC[C@H]4CCCNC4)ccc32)c1=O,10.1
E-0016075,Cn1ccc2c([nH]c3cc(OCC[C@@H]4CCCNC4)ccc32)c1=O,9.9
E-0016076,CN1CCCC[C@@H]1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,7.9
E-0016077,CN1CCCC[C@H]1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,10.0
E-0016078,O=c1c2[nH]c3cc(OCCN4CCCCC4)ccc3c2ccn1CC1CC1,1.4
E-0016083,Cn1ccc2c([nH]c3c(CCN4CCCC(F)(F)C4)cccc32)c1=O,0.9
E-0016084,Cn1ccc2c([nH]c3c(CCN4CCC(F)(F)CC4)cccc32)c1=O,0.7
E-0016086,Cn1ccc2c([nH]c3cc(OCCc4cnccn4)ccc32)c1=O,1.7
E-0016087,Cn1ccc2c([nH]c3cc(OCCO)ccc32)c1=O,16.7
E-0016088,Cn1ccc2c([nH]c3nc(OCCN4CCCCC4)ncc32)c1=O,48.4
E-0016095,CN(Cc1nc2ccc(CO)cc2n1C)C(=O)c1cn(C)c2ccccc12,7.0
E-0016096,CN(Cc1nc2cc(CO)ccc2n1C)C(=O)c1cn(C)c2ncccc12,26.6
E-0016102,Cn1c(=O)c2[nH]c3cc(OCCN4CCCCC4)ccc3c2n(C)c1=O,6.5
E-0016106,CC(=O)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,6.7
E-0016107,CCN(CC)CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,10.8
E-0016108,CC1CCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)CC1,2.8
E-0016109,Cn1ccc2c([nH]c3cc(OCCn4ccnc4)ccc32)c1=O,5.3
E-0016110,C[C@@H]1CCCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)C1,2.8
E-0016111,C[C@H]1CCCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)C1,2.5
E-0016131,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2F)cc2cnccc12,7.2
